,amp,batch_size,bss_reg,cat__auto_augment__None,cat__auto_augment__original,cat__auto_augment__v0,cat__model__beit_base_patch16_384,cat__model__beit_large_patch16_512,cat__model__convnext_small_384_in22ft1k,cat__model__deit3_small_patch16_384_in21ft1k,cat__model__dla46x_c,cat__model__edgenext_small,cat__model__edgenext_x_small,cat__model__edgenext_xx_small,cat__model__mobilevit_xs,cat__model__mobilevit_xxs,cat__model__mobilevitv2_075,cat__model__swinv2_base_window12to24_192to384_22kft1k,cat__model__tf_efficientnet_b4_ns,cat__model__tf_efficientnet_b6_ns,cat__model__tf_efficientnet_b7_ns,cat__model__volo_d1_384,cat__model__volo_d3_448,cat__model__volo_d4_448,cat__model__volo_d5_448,cat__model__volo_d5_512,cat__model__xcit_nano_12_p8_384_dist,cat__model__xcit_small_12_p8_384_dist,cat__model__xcit_tiny_12_p8_384_dist,cat__model__xcit_tiny_24_p8_384_dist,cat__opt__adam,cat__opt__adamp,cat__opt__adamw,cat__opt__momentum,cat__opt__sgd,cat__opt_betas__None,"cat__opt_betas__[0.0, 0.999]","cat__opt_betas__[0.0, 0.99]","cat__opt_betas__[0.9, 0.999]","cat__opt_betas__[0.9, 0.99]",cat__sched__cosine,cat__sched__multistep,cat__sched__plateau,cat__sched__step,clip_grad,cotuning_reg,cutmix,decay_epochs,decay_rate,delta_reg,drop,layer_decay,linear_probing,lr,mixup,mixup_prob,momentum,patience_epochs,pct_to_freeze,ra_magnitude,ra_num_ops,random_augment,smoothing,sp_reg,stoch_norm,trivial_augment,warmup_epochs,warmup_lr,weight_decay
50553927956164347,True,32,0.0001,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,,0.5,0.25,90,0.1,0.0,0.2,,True,0.005,0.2,0.5,0.9,2,0.4,8,2,False,0.05,0.1,True,False,0,1e-06,0.01
5392190150820291,True,4,0.0001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,10.0,1.0,4.0,90,0.1,0.0,0.3,0.75,True,0.0005,4.0,0.0,0.9,10,0.2,8,2,False,0.05,0.1,True,True,10,1e-05,0.0001
585643461503584414,False,8,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,,2.0,0.25,10,0.1,0.0,0.3,,True,1e-05,0.4,0.5,0.95,10,0.4,17,3,True,0.05,0.0,True,False,0,1e-05,0.01
397118222534059991,True,64,0.01,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,1.0,4.0,0.5,20,0.1,0.0001,0.2,0.75,False,0.005,0.0,0.5,0.9,10,0.6,17,3,True,0.05,0.1,True,False,0,0.0,0.1
286137694967388010,False,128,0.01,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,1.0,0.0,0.1,20,0.5,0.001,0.3,0.65,False,0.01,0.4,0.0,0.9,10,1.0,9,3,True,0.0,0.001,False,False,10,1e-05,0.01
924345485219622,False,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,10.0,4.0,0.1,90,0.1,0.0,0.3,,False,1e-05,0.2,0.75,0.9,2,0.2,8,2,False,0.05,0.0001,False,False,0,1e-05,0.1
57560096713230637,True,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,10.0,0.0,1.0,90,0.1,0.001,0.0,,False,5e-05,4.0,0.75,0.9,5,0.2,8,2,False,0.05,0.0001,True,True,10,1e-06,0.1
256342269932452340,False,4,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,,2.0,0.1,90,0.1,0.1,0.0,,False,0.0005,8.0,0.25,0.9,5,0.0,17,3,True,0.0,0.0001,True,False,5,1e-05,0.0001
2227029096046857,True,8,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1.0,4.0,0.0,90,0.1,0.001,0.0,,False,0.0005,4.0,0.5,0.9,10,0.6,8,2,False,0.05,0.01,True,False,10,1e-06,0.01
33416078021131222,False,64,0.1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1.0,0.0,0.0,90,0.1,0.001,0.4,,False,1e-05,0.0,1.0,0.9,5,0.8,8,2,False,0.0,0.001,True,True,0,1e-05,0.1
29342056244287470,False,16,0.01,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,10.0,4.0,4.0,90,0.1,0.001,0.2,0.75,True,0.0005,1.0,0.5,0.95,10,0.6,8,2,False,0.1,0.0,True,True,0,1e-05,0.0001
57095505821207179,True,2,0.0001,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1.0,0.5,1.0,90,0.1,0.01,0.2,,False,1e-05,8.0,0.0,0.9,5,0.8,8,2,False,0.05,0.0,True,False,10,0.0,0.1
234633347622647340,False,16,0.01,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1.0,1.0,0.1,90,0.1,0.01,0.2,,True,0.01,1.0,0.25,0.9,5,0.2,17,3,True,0.0,0.1,True,False,0,1e-05,0.0
31156514336772951,True,64,0.001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,1.0,2.0,4.0,90,0.1,0.0,0.0,,False,1e-05,4.0,0.75,0.9,10,0.6,9,2,True,0.1,0.0001,True,False,0,0.0,0.0
46797417260230531,True,32,0.0001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1.0,2.0,0.1,20,0.1,0.0001,0.4,0.65,False,0.005,2.0,0.0,0.9,10,0.6,8,2,False,0.0,0.1,True,True,10,1e-06,1e-05
17145207602615406,False,128,0.01,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,1.0,0.0,0.5,90,0.1,0.1,0.0,,False,5e-05,2.0,0.0,0.9,10,1.0,8,2,False,0.1,0.001,False,False,0,1e-05,0.1
11648059174582402,False,8,0.0001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,10.0,0.0,0.1,90,0.1,0.01,0.2,,False,5e-05,0.0,0.25,0.8,10,1.0,8,2,False,0.05,0.0001,True,True,10,1e-06,0.001
17518405727012549,True,4,0.01,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,1.0,0.0,0.0,90,0.1,0.01,0.1,,False,5e-05,0.4,0.25,0.9,10,0.0,8,2,False,0.1,0.001,True,False,10,1e-05,0.1
119889269345409727,True,4,0.01,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,10.0,4.0,0.25,90,0.1,0.0001,0.1,,False,1e-05,4.0,0.75,0.9,10,0.8,17,3,True,0.0,0.0001,False,False,5,1e-05,1e-05
15394133020117878,False,2,0.0001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,,2.0,1.0,90,0.1,0.1,0.4,0.75,True,0.0005,0.0,0.5,0.9,10,0.2,8,2,False,0.0,0.0001,True,True,0,1e-06,0.0
129918318537415104,False,2,0.01,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,10.0,0.5,0.5,20,0.1,0.1,0.4,,True,5e-05,1.0,1.0,0.8,10,1.0,8,2,False,0.05,0.1,True,False,5,0.0,0.1
24132809142931311,True,4,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,,4.0,0.25,10,0.5,0.0,0.2,,False,0.001,8.0,0.5,0.9,10,0.2,8,2,False,0.05,0.01,True,True,5,1e-05,0.0
42987720275454066,False,8,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,,2.0,1.0,90,0.1,0.01,0.0,0.65,False,0.0001,0.4,1.0,0.9,5,0.6,8,2,False,0.0,0.0,True,True,5,1e-05,0.01
3426333335470024,False,512,0.0001,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,10.0,2.0,0.25,90,0.1,0.01,0.1,,True,0.0005,1.0,0.25,0.9,10,0.8,9,2,True,0.05,0.01,True,False,5,1e-06,0.001
1151100748628681,True,8,0.001,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,,1.0,0.5,90,0.1,0.001,0.1,,False,0.0005,4.0,0.75,0.0,10,1.0,8,2,False,0.1,0.0001,True,True,5,1e-05,0.1
12393671638478618,False,4,0.001,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,10.0,0.0,0.5,90,0.1,0.0,0.4,0.75,False,0.01,1.0,0.25,0.9,10,0.4,8,2,False,0.0,0.0001,True,False,5,0.0,0.0001
122654049556626037,True,2,0.001,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,1.0,2.0,1.0,90,0.1,0.0001,0.2,,True,0.005,4.0,0.25,0.9,10,1.0,17,3,True,0.05,0.0,True,False,5,1e-05,0.1
12423375663406520,False,8,0.001,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,,0.5,1.0,90,0.1,0.0001,0.2,,False,5e-05,4.0,0.0,0.8,10,0.0,8,2,False,0.0,0.01,True,False,5,0.0,0.0001
34864448877544972,False,8,0.0001,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,10.0,0.5,0.5,10,0.1,0.0,0.4,,True,1e-05,0.0,1.0,0.8,10,1.0,8,2,False,0.1,0.01,False,True,5,1e-05,0.01
11921714285418362,False,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,1.0,0.5,0.0,90,0.1,0.0,0.2,,False,0.001,0.4,1.0,0.9,2,0.4,8,2,False,0.05,0.1,False,False,5,1e-05,0.001
45539524010215862,False,32,0.01,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,,0.0,0.25,90,0.1,0.1,0.2,0.75,True,0.0005,0.0,0.25,0.9,10,1.0,17,2,True,0.05,0.0,True,False,0,1e-05,0.0001
11703053346738036,False,16,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,10.0,0.0,0.1,90,0.1,0.001,0.3,,True,0.001,8.0,0.5,0.9,10,1.0,17,2,True,0.0,0.0,False,False,0,1e-05,0.001
104468170572968295,True,2,0.1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,10.0,1.0,0.25,10,0.1,0.0001,0.3,0.75,False,0.01,0.4,0.75,0.95,10,0.6,8,2,False,0.0,0.01,False,False,0,1e-06,0.0
250879940885633184,False,2,0.01,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,10.0,0.0,1.0,10,0.5,0.1,0.2,0.75,False,1e-05,1.0,0.75,0.9,10,0.8,8,2,False,0.0,0.001,False,False,5,1e-05,0.0
1138900789102723,True,16,0.001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,10.0,0.0,0.5,10,0.1,0.0,0.1,0.65,True,0.005,0.2,0.5,0.9,10,0.8,8,2,False,0.1,0.0,True,True,5,1e-05,0.1
295067682379913245,True,8,0.0001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,10.0,1.0,2.0,10,0.1,0.01,0.1,,False,0.01,0.4,0.5,0.95,10,0.2,8,2,False,0.05,0.001,True,False,5,1e-06,0.001
10154715291441110,False,4,0.0001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,,1.0,0.25,20,0.1,0.01,0.0,0.75,True,0.001,2.0,0.75,0.9,10,0.8,8,2,False,0.1,0.0001,True,True,5,1e-06,0.01
478868672837011457,True,64,0.001,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1.0,0.5,0.1,20,0.5,0.0001,0.2,0.75,True,0.0001,4.0,1.0,0.9,10,0.6,17,3,True,0.05,0.01,True,False,10,1e-06,0.1
104767020675392688,False,2,0.0001,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,1.0,4.0,0.1,10,0.1,0.0001,0.1,,True,0.01,1.0,0.25,0.9,10,0.2,8,2,False,0.0,0.01,False,False,10,1e-06,0.0
386635396780657919,True,64,0.0001,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,10.0,2.0,2.0,20,0.5,0.0001,0.1,0.65,False,0.001,4.0,0.5,0.95,10,0.8,8,2,False,0.1,0.0,False,False,0,1e-06,1e-05
98355615032343499,True,16,0.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,,0.5,0.1,10,0.1,0.0001,0.1,0.75,True,5e-05,1.0,1.0,0.9,10,0.0,8,2,False,0.1,0.0,True,False,5,1e-05,0.1
29690726423066371,True,2,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,1.0,4.0,1.0,90,0.1,0.0001,0.3,,True,0.0005,0.2,1.0,0.9,10,0.0,8,2,False,0.0,0.1,True,False,10,1e-05,0.0001
4971146202004975,True,16,0.0001,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,1.0,2.0,0.25,90,0.1,0.0,0.2,0.75,True,0.001,1.0,0.5,0.0,10,0.2,8,2,False,0.05,0.0001,False,False,0,1e-05,0.0001
12023969682804755,True,8,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,,0.0,0.1,90,0.1,0.01,0.0,0.65,True,1e-05,1.0,1.0,0.8,10,0.8,8,2,False,0.05,0.0001,False,False,10,1e-05,0.001
1678246610471302,False,8,0.0001,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,10.0,0.0,0.25,10,0.1,0.01,0.0,,True,0.005,0.2,0.5,0.9,10,1.0,8,2,False,0.1,0.0001,False,False,10,0.0,0.01
273744000135747424,False,16,0.01,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,10.0,4.0,2.0,20,0.5,0.0,0.4,0.65,False,0.0001,0.4,0.0,0.9,10,0.6,8,2,False,0.0,0.0001,True,False,0,1e-05,1e-05
13935388693900322,False,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,1.0,4.0,2.0,20,0.1,0.01,0.1,0.75,False,0.005,2.0,1.0,0.9,10,0.8,8,2,False,0.1,0.01,True,False,10,0.0,1e-05
94685789831153304,False,128,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,10.0,1.0,4.0,20,0.5,0.01,0.4,,True,0.0001,0.0,0.5,0.9,10,1.0,8,2,False,0.0,0.0001,False,False,5,0.0,1e-05
36253355570460398,False,4,0.001,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,1.0,0.5,0.0,90,0.1,0.0,0.0,0.75,False,5e-05,0.4,0.75,0.99,10,0.6,8,2,False,0.05,0.0001,True,False,5,1e-05,0.001
307677064436651709,True,32,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,,0.0,0.0,90,0.1,0.0001,0.0,,True,1e-05,0.2,0.0,0.9,5,0.2,17,3,True,0.1,0.001,True,False,5,1e-05,0.0
37509289441863209,True,4,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,10.0,1.0,4.0,10,0.1,0.01,0.3,0.65,False,0.001,1.0,0.0,0.9,10,0.2,9,2,True,0.0,0.0,False,False,5,1e-05,0.0001
326154276597916582,False,32,0.001,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,10.0,0.0,1.0,20,0.1,0.001,0.3,0.75,False,0.005,0.0,0.25,0.9,10,1.0,8,2,False,0.05,0.1,True,False,5,1e-06,0.01
142159617782708849,True,512,0.1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,1.0,0.5,0.0,20,0.1,0.01,0.0,0.65,False,0.001,1.0,0.75,0.99,10,1.0,8,2,False,0.05,0.0,True,False,10,0.0,0.0001
426292452527742841,True,32,0.0001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,1.0,0.5,0.1,10,0.1,0.1,0.4,0.65,False,0.005,2.0,0.75,0.9,10,0.2,17,3,True,0.0,0.1,False,False,0,1e-05,0.0001
111668771943105373,True,2,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1.0,2.0,1.0,20,0.1,0.0,0.1,,False,0.0005,4.0,0.0,0.9,10,0.8,8,2,False,0.0,0.01,False,False,0,1e-05,1e-05
31287340727493421,True,128,0.0001,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,,1.0,0.0,90,0.1,0.01,0.0,,False,0.001,0.4,0.0,0.9,10,0.4,8,2,False,0.05,0.0,True,True,5,0.0,0.0
105791369228170292,False,4,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,1.0,0.0,4.0,90,0.1,0.1,0.3,0.75,True,0.0005,0.0,0.75,0.9,10,0.4,17,3,True,0.05,0.0001,False,False,0,1e-06,0.1
14555272764892600,False,4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,1.0,0.0,0.5,20,0.1,0.0,0.1,,False,0.0001,4.0,0.5,0.0,10,0.6,8,2,False,0.0,0.0,False,True,5,1e-05,1e-05
59345212223407448,False,4,0.001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1.0,0.5,1.0,90,0.1,0.1,0.4,0.75,True,1e-05,2.0,0.25,0.9,5,0.0,8,2,False,0.05,0.0,True,True,10,1e-05,0.01
125284168970045417,True,16,0.001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,10.0,1.0,0.1,90,0.1,0.01,0.4,0.65,False,0.001,8.0,0.25,0.9,10,0.6,17,3,True,0.1,0.0,False,False,5,1e-05,0.001
38241211807961925,True,32,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1.0,0.5,1.0,90,0.1,0.0001,0.0,0.75,False,0.01,4.0,0.0,0.9,5,0.0,8,2,False,0.1,0.01,True,False,10,0.0,1e-05
37758480923625916,False,8,0.1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,10.0,2.0,0.5,90,0.1,0.0001,0.2,0.65,False,0.001,0.2,0.25,0.99,10,0.4,8,2,False,0.1,0.0001,True,False,10,1e-05,0.0001
104157234035789220,False,2,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,,0.5,2.0,10,0.1,0.1,0.4,0.75,True,0.01,0.2,0.5,0.9,10,0.6,8,2,False,0.05,0.001,False,False,5,0.0,0.0
164800065440971330,False,8,0.01,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,,2.0,4.0,90,0.1,0.0,0.1,,False,0.01,8.0,1.0,0.9,5,0.0,8,2,False,0.05,0.1,False,False,0,0.0,0.001
77954210948284633,True,2,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1.0,0.5,0.25,90,0.1,0.001,0.3,,False,0.0005,8.0,1.0,0.99,5,0.6,9,2,True,0.1,0.0,True,False,0,1e-05,0.0001
37212627393440193,True,4,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1.0,0.0,0.0,90,0.1,0.1,0.0,0.75,False,1e-05,4.0,0.5,0.9,10,0.6,17,2,True,0.05,0.0,False,False,10,1e-06,0.0001
16123782055199635,True,2,0.01,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,,4.0,0.5,90,0.1,0.0,0.0,0.75,True,0.01,8.0,1.0,0.9,10,0.8,8,2,False,0.1,0.1,False,True,10,1e-05,0.0
148211424542806912,False,64,0.1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,10.0,0.0,0.5,10,0.5,0.001,0.3,,False,0.01,4.0,0.5,0.99,10,0.6,8,2,False,0.1,0.01,True,False,0,1e-05,0.01
29298495671919292,False,8,0.0001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1.0,4.0,0.25,20,0.5,0.01,0.3,0.65,False,0.0005,8.0,0.75,0.9,10,1.0,8,2,False,0.1,0.001,False,False,0,1e-05,0.0001
51589566517631192,False,16,0.01,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,,4.0,0.0,90,0.1,0.001,0.0,0.65,False,0.0005,0.2,0.0,0.8,5,1.0,8,2,False,0.05,0.01,True,True,5,0.0,0.001
8590348985500388,False,4,0.001,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,,0.0,0.25,20,0.1,0.1,0.3,,False,0.0005,1.0,0.75,0.9,10,0.8,8,2,False,0.05,0.001,False,True,0,1e-06,0.1
18019318531805312,False,256,0.0001,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,,4.0,2.0,90,0.1,0.0,0.2,,False,5e-05,1.0,0.75,0.9,10,1.0,8,2,False,0.0,0.0001,False,True,0,1e-06,0.01
2156604551594446,False,8,0.1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,1.0,4.0,2.0,90,0.1,0.0,0.3,0.75,False,0.0005,0.0,0.5,0.9,10,0.2,8,2,False,0.1,0.01,False,True,10,1e-06,0.01
